"Year","NumberOfFatalities","NumberOfFatalCrashes","Month"
2020,9,9,"March"
2020,5,4,"March"
2020,2,2,"March"
2020,2,2,"March"
2020,3,3,"March"
2020,3,3,"March"
2020,1,1,"March"
2020,2,2,"March"
2020,2,2,"March"
2020,3,3,"March"
2020,1,1,"March"
2020,4,4,"April"
2020,4,4,"April"
2020,4,3,"April"
2020,3,2,"April"
2020,4,3,"April"
2020,1,1,"April"
2020,2,2,"April"
2020,1,1,"April"
2020,0,0,"April"
2020,3,3,"April"
2020,1,1,"April"
2020,3,3,"April"
2020,0,0,"April"
2020,2,2,"April"
2020,5,5,"April"
2020,3,3,"April"
2020,4,4,"April"
2020,4,4,"April"
2020,4,4,"April"
2020,1,1,"April"
2020,3,3,"April"
2020,7,4,"April"
2020,2,2,"April"
2020,2,1,"April"
2020,4,3,"April"
2020,0,0,"April"
2020,2,2,"April"
2020,1,1,"April"
2020,6,5,"April"
2020,0,0,"April"
2020,1,1,"May"
2020,5,4,"May"
2020,3,3,"May"
2020,1,1,"May"
2020,4,4,"May"
2020,2,2,"May"
2020,1,1,"May"
2020,1,1,"May"
2020,1,1,"May"
2020,3,3,"May"
2020,4,3,"May"
2020,2,2,"May"
2020,1,1,"May"
2020,7,5,"May"
2020,5,3,"May"
2020,7,6,"May"
2020,1,1,"May"
2020,1,1,"May"
2020,3,3,"May"
2020,3,3,"May"
2020,5,3,"May"
2020,0,0,"May"
2020,1,1,"May"
2020,1,1,"May"
2020,1,1,"May"
2020,0,0,"May"
2020,4,4,"May"
2020,4,3,"May"
2020,4,3,"May"
2020,3,3,"May"
2020,3,3,"May"
2020,2,1,"June"
2020,0,0,"June"
2020,2,2,"June"
2020,0,0,"June"
2020,3,3,"June"
2020,5,5,"June"
2020,7,3,"June"
2020,3,3,"June"
2020,4,4,"June"
2020,2,2,"June"
2020,0,0,"June"
2020,3,2,"June"
2020,5,4,"June"
2020,2,2,"June"
2020,3,3,"June"
2020,4,4,"June"
2020,3,3,"June"
2020,4,4,"June"
2020,2,2,"June"
2020,1,1,"June"
2020,1,1,"June"
2020,1,1,"June"
2020,1,1,"June"
2020,2,2,"June"
2020,1,1,"June"
2020,6,6,"June"
2020,2,1,"June"
2020,7,6,"June"
2020,3,3,"June"
2020,3,3,"June"
2020,4,3,"July"
2020,2,2,"July"
2020,2,2,"July"
2020,1,1,"July"
2020,5,5,"July"
2020,5,5,"July"
2020,4,4,"July"
2020,3,3,"July"
2020,4,4,"July"
2020,5,5,"July"
2020,8,7,"July"
2020,1,1,"July"
2020,1,1,"July"
2020,0,0,"July"
2020,4,4,"July"
2020,4,4,"July"
2020,5,5,"July"
2020,4,4,"July"
2020,2,2,"July"
2020,4,4,"July"
2020,2,2,"July"
2020,2,2,"July"
2020,1,1,"July"
2020,5,4,"July"
2020,5,2,"July"
2020,4,4,"July"
2020,1,1,"July"
2020,3,3,"July"
2020,3,3,"July"
2020,2,2,"July"
2020,0,0,"July"
2020,4,4,"August"
2020,3,3,"August"
2020,4,4,"August"
2020,3,3,"August"
2020,2,1,"August"
2020,2,2,"August"
2020,2,2,"August"
2020,6,5,"August"
2020,1,1,"August"
2020,3,3,"August"
2020,2,2,"August"
2020,1,1,"August"
2020,5,4,"August"
2020,4,4,"August"
2020,5,4,"August"
2020,5,3,"August"
2020,0,0,"August"
2020,3,3,"August"
2020,1,1,"August"
2020,1,1,"August"
2020,3,3,"August"
2020,3,3,"August"
2020,2,2,"August"
2020,2,2,"August"
2020,2,2,"August"
2020,8,6,"August"
2020,5,4,"August"
2020,3,2,"August"
2020,5,4,"August"
2020,6,5,"August"
2020,0,0,"August"
2020,1,1,"September"
2020,4,4,"September"
2020,0,0,"September"
2020,2,2,"September"
2020,8,6,"September"
2020,4,3,"September"
2020,2,2,"September"
2020,2,2,"September"
2020,3,3,"September"
2020,2,2,"September"
2020,3,3,"September"
2020,3,3,"September"
2020,8,5,"September"
2020,6,6,"September"
2020,1,1,"September"
2020,0,0,"September"
2020,1,1,"September"
2020,2,2,"September"
2020,4,4,"September"
2020,3,3,"September"
2020,2,2,"September"
2020,2,2,"September"
2020,0,0,"September"
2020,2,2,"September"
2020,3,3,"September"
2020,4,3,"September"
2020,3,3,"September"
2020,4,4,"September"
2020,3,3,"September"
2020,1,1,"September"
2020,2,2,"October"
2020,4,2,"October"
2020,5,5,"October"
2020,5,5,"October"
2020,3,3,"October"
2020,4,4,"October"
2020,3,3,"October"
2020,0,0,"October"
2020,4,3,"October"
2020,7,5,"October"
2020,1,1,"October"
2020,2,2,"October"
2020,6,6,"October"
2020,6,6,"October"
2020,7,7,"October"
2020,4,4,"October"
2020,7,7,"October"
2020,4,4,"October"
2020,4,3,"October"
2020,0,0,"October"
2020,3,3,"October"
2020,4,4,"October"
2020,3,3,"October"
2020,3,3,"October"
2020,3,3,"October"
2020,1,1,"October"
2020,0,0,"October"
2020,3,3,"October"
2020,2,2,"October"
2020,3,3,"October"
2020,1,1,"October"
2020,9,7,"November"
2020,3,3,"November"
2020,3,3,"November"
2020,1,1,"November"
2020,4,4,"November"
2020,2,2,"November"
2020,4,4,"November"
2020,2,2,"November"
2020,2,2,"November"
2020,2,2,"November"
2020,3,3,"November"
2020,3,3,"November"
2020,2,2,"November"
2020,6,6,"November"
2020,4,3,"November"
2020,1,1,"November"
2020,4,4,"November"
2020,4,3,"November"
2020,4,4,"November"
2020,6,5,"November"
2020,6,5,"November"
2020,7,6,"November"
2020,1,1,"November"
2020,4,4,"November"
2020,0,0,"November"
2020,1,1,"November"
2020,4,4,"November"
2020,5,3,"November"
2020,5,5,"November"
2020,0,0,"November"
2020,3,3,"December"
2020,4,4,"December"
2020,2,2,"December"
2020,4,4,"December"
2020,4,4,"December"
2020,3,3,"December"
2020,4,4,"December"
2020,0,0,"December"
2020,4,4,"December"
2020,2,1,"December"
2020,3,3,"December"
2020,4,3,"December"
2020,4,4,"December"
2020,3,3,"December"
2020,2,2,"December"
2020,4,4,"December"
2020,1,1,"December"
2020,7,6,"December"
2020,2,2,"December"
2020,4,4,"December"
2020,2,2,"December"
2020,4,4,"December"
2020,4,3,"December"
2020,5,4,"December"
2020,4,4,"December"
2020,0,0,"December"
2020,2,2,"December"
2020,5,4,"December"
2020,3,3,"December"
2020,0,0,"December"
2020,2,2,"December"
2021,3,3,"January"
2021,0,0,"January"
2021,3,3,"January"
2021,4,4,"January"
2021,2,1,"January"
2021,4,4,"January"
2021,2,2,"January"
2021,4,4,"January"
2021,0,0,"January"
2021,3,3,"January"
2021,3,3,"January"
2021,1,1,"January"
2021,1,1,"January"
2021,3,2,"January"
2021,4,4,"January"
2021,4,4,"January"
2021,9,7,"January"
2021,2,2,"January"
2021,3,3,"January"
2021,3,3,"January"
2021,4,4,"January"
2021,3,3,"January"
2021,5,5,"January"
2021,6,5,"January"
2021,3,3,"January"
2021,4,2,"January"
2021,3,3,"January"
2021,4,4,"January"
2021,3,3,"January"
2021,1,1,"January"
2021,3,3,"January"
2021,3,3,"February"
2021,0,0,"February"
2021,2,2,"February"
2021,5,3,"February"
2021,3,3,"February"
2021,2,2,"February"
2021,5,5,"February"
2021,4,4,"February"
2021,3,3,"February"
2021,4,4,"February"
2021,2,2,"February"
2021,2,2,"February"
2021,3,3,"February"
2021,7,7,"February"
2021,3,3,"February"
2021,4,4,"February"
2021,4,3,"February"
2021,2,2,"February"
2021,4,4,"February"
2021,5,5,"February"
2021,2,2,"February"
2021,0,0,"February"
2021,7,5,"February"
2021,2,2,"February"
2021,3,3,"February"
2021,4,4,"February"
2021,5,5,"February"
2021,5,5,"February"
2021,0,0,"March"
2021,1,1,"March"
2021,5,5,"March"
2021,0,0,"March"
2021,3,3,"March"
2021,8,7,"March"
2021,5,5,"March"
2021,3,3,"March"
2021,3,3,"March"
2021,6,6,"March"
2021,1,1,"March"
2021,4,4,"March"
2021,0,0,"March"
2021,3,3,"March"
2021,3,3,"March"
2021,2,2,"March"
2021,4,3,"March"
2021,3,3,"March"
2021,4,4,"March"
2021,7,6,"March"
2021,7,5,"March"
2021,5,5,"March"
2021,1,1,"March"
2021,1,1,"March"
2021,1,1,"March"
2021,0,0,"March"
2021,5,5,"March"
2021,4,4,"March"
2021,3,3,"March"
2021,6,6,"March"
2021,2,2,"March"
2021,6,6,"April"
2021,4,4,"April"
2021,9,7,"April"
2021,2,2,"April"
2021,3,3,"April"
2021,1,1,"April"
2021,1,1,"April"
2021,2,2,"April"
2021,2,2,"April"
2021,2,2,"April"
2021,7,6,"April"
2021,0,0,"April"
2021,4,4,"April"
2021,0,0,"April"
2021,2,2,"April"
2021,3,3,"April"
2021,6,5,"April"
2021,0,0,"April"
2021,1,1,"April"
2021,1,1,"April"
2021,2,2,"April"
2021,8,6,"April"
2021,0,0,"April"
2021,2,2,"April"
2021,6,5,"April"
2021,2,2,"April"
2021,3,3,"April"
2021,2,2,"April"
2021,1,1,"April"
2021,3,3,"April"
2021,9,9,"May"
2021,2,2,"May"
2021,2,2,"May"
2021,3,3,"May"
2021,1,1,"May"
2021,3,3,"May"
2021,4,4,"May"
2021,2,2,"May"
2021,0,0,"May"
2021,2,2,"May"
2021,2,2,"May"
2021,1,1,"May"
2021,3,3,"May"
2021,6,6,"May"
2021,6,5,"May"
2021,1,1,"May"
2021,0,0,"May"
2021,0,0,"May"
2021,1,1,"May"
2021,4,4,"May"
2021,2,2,"May"
2021,0,0,"May"
2021,0,0,"May"
2021,1,1,"May"
2021,4,4,"May"
2021,1,1,"May"
2021,5,5,"May"
2021,1,1,"May"
2021,5,5,"May"
2021,8,8,"May"
2021,0,0,"May"
2021,3,3,"June"
2021,2,2,"June"
2021,3,3,"June"
2021,3,3,"June"
2021,2,2,"June"
2021,7,7,"June"
2021,1,1,"June"
2021,2,2,"June"
2021,7,7,"June"
2021,3,3,"June"
2021,5,5,"June"
2021,4,4,"June"
2021,2,2,"June"
2021,1,1,"June"
2021,3,3,"June"
2021,6,6,"June"
2021,4,4,"June"
2021,3,3,"June"
2021,3,3,"June"
2021,3,3,"June"
2021,5,5,"June"
2021,2,2,"June"
2021,5,3,"June"
2021,6,4,"June"
2021,2,2,"June"
2021,0,0,"June"
2021,1,1,"June"
2021,3,3,"June"
2021,3,3,"June"
2021,9,8,"June"
2021,5,5,"July"
2021,2,2,"July"
2021,4,4,"July"
2021,3,2,"July"
2021,1,1,"July"
2021,2,2,"July"
2021,3,3,"July"
2021,2,1,"July"
2021,6,5,"July"
2021,4,4,"July"
2021,5,4,"July"
2021,2,2,"July"
2021,1,1,"July"
2021,4,4,"July"
2021,2,2,"July"
2021,5,5,"July"
2021,3,3,"July"
2021,2,2,"July"
2021,6,5,"July"
2021,3,3,"July"
2021,3,3,"July"
2021,6,4,"July"
2021,2,2,"July"
2021,5,5,"July"
2021,2,2,"July"
2021,3,3,"July"
2021,2,2,"July"
2021,6,4,"July"
2021,2,2,"July"
2021,7,5,"July"
2021,4,4,"July"
2021,3,2,"August"
2021,3,3,"August"
2021,0,0,"August"
2021,0,0,"August"
2021,4,4,"August"
2021,2,2,"August"
2021,2,2,"August"
2021,5,4,"August"
2021,4,3,"August"
2021,2,2,"August"
2021,4,4,"August"
2021,1,1,"August"
2021,1,1,"August"
2021,4,4,"August"
2021,2,2,"August"
2021,1,1,"August"
2021,3,3,"August"
2021,3,3,"August"
2021,0,0,"August"
2021,8,5,"August"
2021,3,3,"August"
2021,1,1,"August"
2021,0,0,"August"
2021,1,1,"August"
2021,1,1,"August"
2021,4,2,"August"
2021,5,4,"August"
2021,1,1,"August"
2021,2,2,"August"
2021,7,6,"August"
2021,2,2,"August"
2021,3,3,"September"
2021,4,4,"September"
2021,2,2,"September"
2021,4,4,"September"
2021,4,4,"September"
2021,0,0,"September"
2021,1,1,"September"
2021,4,4,"September"
2021,4,4,"September"
2021,1,1,"September"
2021,5,5,"September"
2021,4,4,"September"
2021,1,1,"September"
2021,3,2,"September"
2021,1,1,"September"
2021,2,2,"September"
2021,4,3,"September"
2021,3,3,"September"
2021,1,1,"September"
2021,0,0,"September"
2021,5,3,"September"
2021,2,2,"September"
2021,4,4,"September"
2021,2,2,"September"
2021,5,5,"September"
2021,1,1,"September"
2021,0,0,"September"
2021,1,1,"September"
2021,5,2,"September"
2021,8,4,"September"
2021,4,4,"October"
2021,5,5,"October"
2021,1,1,"October"
2021,3,3,"October"
2021,4,4,"October"
2021,1,1,"October"
2021,3,3,"October"
2021,5,4,"October"
2021,4,4,"October"
2021,5,4,"October"
2021,4,3,"October"
2021,3,3,"October"
2021,4,4,"October"
2021,5,3,"October"
2021,2,2,"October"
2021,1,1,"October"
2021,4,4,"October"
2021,0,0,"October"
2021,1,1,"October"
2021,1,1,"October"
2021,4,4,"October"
2021,5,4,"October"
2021,9,9,"October"
2021,2,2,"October"
2021,2,2,"October"
2021,3,3,"October"
2021,1,1,"October"
2021,4,4,"October"
2021,3,3,"October"
2021,4,4,"October"
2021,7,6,"October"
2021,4,4,"November"
2021,4,4,"November"
2021,3,3,"November"
2021,4,4,"November"
2021,1,1,"November"
2021,3,2,"November"
2021,3,2,"November"
2021,5,5,"November"
2021,5,4,"November"
2021,4,4,"November"
2021,6,4,"November"
2021,1,1,"November"
2021,2,1,"November"
2021,2,2,"November"
2021,4,4,"November"
2021,0,0,"November"
2021,2,2,"November"
2021,2,2,"November"
2021,4,4,"November"
2021,2,2,"November"
2021,1,1,"November"
2021,2,2,"November"
2021,3,2,"November"
2021,5,4,"November"
2021,2,2,"November"
2021,6,6,"November"
2021,4,4,"November"
2021,2,2,"November"
2021,2,2,"November"
2021,6,6,"November"
2021,2,2,"December"
2021,3,3,"December"
2021,3,3,"December"
2021,0,0,"December"
2021,1,1,"December"
2021,4,4,"December"
2021,4,4,"December"
2021,4,4,"December"
2021,1,1,"December"
2021,9,8,"December"
2021,2,2,"December"
2021,4,4,"December"
2021,2,2,"December"
2021,7,6,"December"
2021,5,5,"December"
2021,3,3,"December"
2021,5,5,"December"
2021,3,3,"December"
2021,1,1,"December"
2021,2,2,"December"
2021,3,3,"December"
2021,5,5,"December"
2021,4,4,"December"
2021,1,1,"December"
2021,7,7,"December"
2021,2,1,"December"
2021,4,3,"December"
2021,1,1,"December"
2021,2,2,"December"
2021,5,5,"December"
2021,3,3,"December"
2022,2,2,"January"
2022,2,2,"January"
2022,4,4,"January"
2022,0,0,"January"
2022,4,3,"January"
2022,6,5,"January"
2022,5,4,"January"
2022,4,4,"January"
2022,2,2,"January"
2022,2,2,"January"
2022,2,2,"January"
2022,2,2,"January"
2022,5,5,"January"
2022,5,5,"January"
2022,3,3,"January"
2022,8,8,"January"
2022,1,1,"January"
2022,1,1,"January"
2022,3,3,"January"
2022,2,2,"January"
2022,3,3,"January"
2022,2,2,"January"
2022,1,1,"January"
2022,3,3,"January"
2022,3,3,"January"
2022,5,5,"January"
2022,1,1,"January"
2022,4,4,"January"
2022,2,2,"January"
2022,4,3,"January"
2022,2,2,"January"
2022,3,3,"February"
2022,3,3,"February"
2022,3,3,"February"
2022,4,4,"February"
2022,5,5,"February"
2022,7,6,"February"
2022,0,0,"February"
2022,1,1,"February"
2022,0,0,"February"
2022,2,2,"February"
2022,1,1,"February"
2022,5,5,"February"
2022,4,4,"February"
2022,2,2,"February"
2022,8,7,"February"
2022,7,6,"February"
2022,3,3,"February"
2022,1,1,"February"
2022,14,10,"February"
2022,2,2,"February"
2022,2,2,"February"
2022,6,6,"February"
2022,5,5,"February"
2022,4,4,"February"
2022,5,5,"February"
2022,2,2,"February"
2022,10,10,"February"
2022,2,2,"February"
2022,1,1,"March"
2022,3,3,"March"
2022,1,1,"March"
2022,4,3,"March"
2022,4,4,"March"
2022,6,5,"March"
2022,3,3,"March"
2022,1,1,"March"
2022,3,3,"March"
2022,0,0,"March"
2022,4,3,"March"
2022,4,4,"March"
2022,5,4,"March"
2022,1,1,"March"
2022,2,2,"March"
2022,2,2,"March"
2022,5,5,"March"
2022,5,5,"March"
2022,2,2,"March"
2022,3,3,"March"
2022,2,2,"March"
2022,3,3,"March"
2022,2,2,"March"
2022,7,6,"March"
2022,4,4,"March"
2022,3,3,"March"
2022,3,3,"March"
2022,6,6,"March"
2022,2,2,"March"
2022,3,3,"March"
2022,1,1,"March"
2022,3,3,"April"
2022,3,2,"April"
2022,5,5,"April"
2022,2,2,"April"
2022,2,2,"April"
2022,0,0,"April"
2022,2,2,"April"
2022,2,1,"April"
2022,4,4,"April"
2022,7,6,"April"
2022,2,2,"April"
2022,4,4,"April"
2022,5,2,"April"
2022,5,4,"April"
2022,4,4,"April"
2022,3,3,"April"
2022,2,2,"April"
2022,5,4,"April"
2022,2,2,"April"
2022,2,2,"April"
2022,5,3,"April"
2022,3,3,"April"
2022,4,4,"April"
2022,3,3,"April"
2022,2,2,"April"
2022,3,3,"April"
2022,2,2,"April"
2022,6,6,"April"
2022,4,4,"April"
2022,5,5,"April"
2022,6,6,"May"
2022,3,3,"May"
2022,3,3,"May"
2022,5,5,"May"
2022,4,4,"May"
2022,8,7,"May"
2022,1,1,"May"
2022,5,4,"May"
2022,2,2,"May"
2022,4,3,"May"
2022,4,4,"May"
2022,3,3,"May"
2022,1,1,"May"
2022,3,3,"May"
2022,4,3,"May"
2022,4,4,"May"
2022,3,3,"May"
2022,3,3,"May"
2022,1,1,"May"
2022,6,6,"May"
2022,6,6,"May"
2022,2,2,"May"
2022,1,1,"May"
2022,3,3,"May"
2022,2,2,"May"
2022,4,4,"May"
2022,1,1,"May"
2022,3,3,"May"
2022,4,4,"May"
2022,4,4,"May"
2022,1,1,"May"
2022,4,2,"June"
2022,3,3,"June"
2022,3,3,"June"
2022,3,3,"June"
2022,2,2,"June"
2022,3,3,"June"
2022,2,2,"June"
2022,2,1,"June"
2022,5,5,"June"
2022,3,3,"June"
2022,3,3,"June"
2022,3,3,"June"
2022,1,1,"June"
2022,2,1,"June"
2022,4,2,"June"
2022,5,5,"June"
2022,3,3,"June"
2022,5,4,"June"
2022,2,2,"June"
2022,5,5,"June"
2022,6,6,"June"
2022,3,2,"June"
2022,4,4,"June"
2022,4,4,"June"
2022,4,4,"June"
2022,3,3,"June"
2022,4,4,"June"
2022,0,0,"June"
2022,0,0,"June"
2022,2,2,"June"
2022,5,5,"July"
2022,1,1,"July"
2022,3,3,"July"
2022,2,2,"July"
2022,4,4,"July"
2022,1,1,"July"
2022,1,1,"July"
2022,3,3,"July"
2022,1,1,"July"
2022,1,1,"July"
2022,0,0,"July"
2022,0,0,"July"
2022,3,3,"July"
2022,4,4,"July"
2022,5,4,"July"
2022,2,2,"July"
2022,6,6,"July"
2022,3,3,"July"
2022,3,3,"July"
2022,1,1,"July"
2022,2,2,"July"
2022,6,6,"July"
2022,2,2,"July"
2022,2,2,"July"
2022,3,3,"July"
2022,3,3,"July"
2022,3,3,"July"
2022,2,2,"July"
2022,0,0,"July"
2022,1,1,"July"
2022,3,3,"July"
2022,2,1,"August"
2022,1,1,"August"
2022,2,2,"August"
2022,4,4,"August"
2022,8,7,"August"
2022,3,3,"August"
2022,5,5,"August"
2022,1,1,"August"
2022,3,3,"August"
2022,0,0,"August"
2022,5,4,"August"
2022,2,1,"August"
2022,1,1,"August"
2022,3,3,"August"
2022,2,2,"August"
2022,3,3,"August"
2022,3,3,"August"
2022,3,2,"August"
2022,4,3,"August"
2022,4,4,"August"
2022,2,2,"August"
2022,2,2,"August"
2022,1,1,"August"
2022,2,2,"August"
2022,0,0,"August"
2022,1,1,"August"
2022,7,5,"August"
2022,6,5,"August"
2022,5,5,"August"
2022,6,6,"August"
2022,2,2,"August"
2022,3,3,"September"
2022,8,8,"September"
2022,4,3,"September"
2022,4,4,"September"
2022,2,2,"September"
2022,13,9,"September"
2022,4,4,"September"
2022,2,2,"September"
2022,2,2,"September"
2022,4,4,"September"
2022,9,8,"September"
2022,1,1,"September"
2022,3,3,"September"
2022,1,1,"September"
2022,3,3,"September"
2022,7,6,"September"
2022,2,2,"September"
2022,3,3,"September"
2022,3,3,"September"
2022,4,4,"September"
2022,5,5,"September"
2022,5,5,"September"
2022,1,1,"September"
2022,1,1,"September"
2022,5,5,"September"
2022,6,6,"September"
2022,1,1,"September"
2022,1,1,"September"
2022,5,5,"September"
2022,8,8,"September"
2022,2,2,"October"
2022,4,4,"October"
2022,1,1,"October"
2022,3,3,"October"
2022,2,2,"October"
2022,2,2,"October"
2022,5,4,"October"
2022,5,5,"October"
2022,6,5,"October"
2022,2,2,"October"
2022,3,3,"October"
2022,4,4,"October"
2022,4,4,"October"
2022,4,3,"October"
2022,4,4,"October"
2022,5,3,"October"
2022,0,0,"October"
2022,2,2,"October"
2022,0,0,"October"
2022,3,3,"October"
2022,2,2,"October"
2022,2,2,"October"
2022,4,4,"October"
2022,1,1,"October"
2022,1,1,"October"
2022,5,5,"October"
2022,0,0,"October"
2022,4,4,"October"
2022,2,2,"October"
2022,2,2,"October"
2022,4,3,"October"
2022,5,4,"November"
2022,2,2,"November"
2022,2,2,"November"
2022,3,3,"November"
2022,9,8,"November"
2022,3,3,"November"
2022,2,2,"November"
2022,1,1,"November"
2022,5,5,"November"
2022,5,5,"November"
2022,4,4,"November"
2022,5,5,"November"
2022,6,6,"November"
2022,2,2,"November"
2022,3,3,"November"
2022,1,1,"November"
2022,2,2,"November"
2022,4,4,"November"
2022,0,0,"November"
2022,4,4,"November"
2022,2,2,"November"
2022,3,3,"November"
2022,4,4,"November"
2022,6,5,"November"
2022,4,4,"November"
2022,7,6,"November"
2022,2,2,"November"
2022,2,2,"November"
2022,3,3,"November"
2022,2,2,"November"
2022,3,3,"December"
2022,6,5,"December"
2022,6,6,"December"
2022,5,4,"December"
2022,0,0,"December"
2022,0,0,"December"
2022,5,5,"December"
2022,5,5,"December"
2022,4,4,"December"
2022,4,3,"December"
2022,5,5,"December"
2022,0,0,"December"
2022,1,1,"December"
2022,4,3,"December"
2022,2,2,"December"
2022,1,1,"December"
2022,4,4,"December"
2022,3,3,"December"
2022,3,3,"December"
2022,2,2,"December"
2022,2,2,"December"
2022,6,6,"December"
2022,5,5,"December"
2022,7,7,"December"
2022,1,1,"December"
2022,0,0,"December"
2022,8,5,"December"
2022,4,4,"December"
2022,1,1,"December"
2022,4,2,"December"
2022,4,3,"December"
2023,2,2,"January"
2023,1,1,"January"
2023,0,0,"January"
2023,8,5,"January"
2023,1,1,"January"
2023,10,10,"January"
2023,3,3,"January"
2023,0,0,"January"
2023,2,2,"January"
2023,4,4,"January"
2023,3,3,"January"
2023,0,0,"January"
2023,3,3,"January"
2023,4,4,"January"
2023,2,2,"January"
2023,4,4,"January"
2023,7,5,"January"
2023,2,1,"January"
2023,1,1,"January"
2023,8,6,"January"
2023,1,1,"January"
2023,4,4,"January"
2023,2,1,"January"
2023,8,5,"January"
2023,3,3,"January"
2023,1,1,"January"
2023,3,3,"January"
2023,3,3,"January"
2023,4,4,"January"
2023,4,4,"January"
2023,5,5,"January"
2023,3,3,"February"
2023,8,8,"February"
2023,2,2,"February"
2023,1,1,"February"
2023,5,4,"February"
2023,2,2,"February"
2023,6,6,"February"
2023,1,1,"February"
2023,5,5,"February"
2023,5,5,"February"
2023,4,4,"February"
2023,5,5,"February"
2023,2,2,"February"
2023,0,0,"February"
2023,1,1,"February"
2023,3,3,"February"
2023,1,1,"February"
2023,6,6,"February"
2023,3,3,"February"
2023,4,4,"February"
2023,2,2,"February"
2023,3,3,"February"
2023,3,3,"February"
2023,2,2,"February"
2023,3,3,"February"
2023,2,2,"February"
2023,3,2,"February"
2023,3,2,"February"
2023,6,5,"March"
2023,4,4,"March"
2023,6,6,"March"
2023,7,7,"March"
2023,2,2,"March"
2023,5,4,"March"
2023,4,4,"March"
2023,3,3,"March"
2023,2,2,"March"
2023,5,5,"March"
2023,8,6,"March"
2023,0,0,"March"
2023,3,1,"March"
2023,1,1,"March"
2023,1,1,"March"
2023,1,1,"March"
2023,3,3,"March"
2023,4,4,"March"
2023,1,1,"March"
2023,1,1,"March"
2023,6,6,"March"
2023,4,4,"March"
2023,3,3,"March"
2023,3,3,"March"
2023,6,5,"March"
2023,3,3,"March"
2023,4,4,"March"
2023,3,3,"March"
2023,2,2,"March"
2023,7,6,"March"
2023,4,4,"March"
2023,5,5,"April"
2023,2,2,"April"
2023,1,1,"April"
2023,6,3,"April"
2023,1,1,"April"
2023,3,3,"April"
2023,7,4,"April"
2023,1,1,"April"
2023,4,3,"April"
2023,3,3,"April"
2023,2,2,"April"
2023,5,5,"April"
2023,4,4,"April"
2023,3,3,"April"
2023,4,4,"April"
2023,2,2,"April"
2023,2,2,"April"
2023,5,5,"April"
2023,2,2,"April"
2023,8,4,"April"
2023,2,2,"April"
2023,2,2,"April"
2023,1,1,"April"
2023,3,3,"April"
2023,2,2,"April"
2023,1,1,"April"
2023,3,3,"April"
2023,2,2,"April"
2023,2,2,"April"
2023,4,2,"April"
2023,4,4,"May"
2023,3,3,"May"
2023,3,3,"May"
2023,5,5,"May"
2023,2,2,"May"
2023,1,1,"May"
2023,1,1,"May"
2023,4,3,"May"
2023,2,2,"May"
2023,4,4,"May"
2023,5,5,"May"
2023,3,3,"May"
2023,2,2,"May"
2023,2,2,"May"
2023,2,1,"May"
2023,1,1,"May"
2023,4,4,"May"
2023,4,4,"May"
2023,4,4,"May"
2023,6,6,"May"
2023,3,3,"May"
2023,0,0,"May"
2023,4,4,"May"
2023,3,3,"May"
2023,4,4,"May"
2023,8,7,"May"
2023,6,3,"May"
2023,4,2,"May"
2023,2,2,"May"
2023,3,3,"May"
2023,3,2,"May"
2023,2,2,"June"
2023,6,6,"June"
2023,3,3,"June"
2023,3,3,"June"
2023,1,1,"June"
2023,1,1,"June"
2023,2,2,"June"
2023,1,1,"June"
2023,3,3,"June"
2023,5,5,"June"
2023,13,4,"June"
2023,2,2,"June"
2023,2,2,"June"
2023,1,1,"June"
2023,4,4,"June"
2023,2,2,"June"
2023,7,7,"June"
2023,4,4,"June"
2023,0,0,"June"
2023,2,2,"June"
2023,2,2,"June"
2023,2,2,"June"
2023,2,2,"June"
2023,0,0,"June"
2023,2,2,"June"
2023,3,3,"June"
2023,1,1,"June"
2023,5,5,"June"
2023,3,3,"June"
2023,2,2,"June"
2023,5,5,"July"
2023,0,0,"July"
2023,5,5,"July"
2023,3,3,"July"
2023,6,6,"July"
2023,2,2,"July"
2023,4,4,"July"
2023,5,5,"July"
2023,3,3,"July"
2023,3,3,"July"
2023,3,3,"July"
2023,4,4,"July"
2023,2,2,"July"
2023,4,4,"July"
2023,1,1,"July"
