"State","Year","CrashType","DeadPersonType","Gender","Age","StateFullForm"
"NSW",2007,"Single","Driver","Male",32,"New South Wales"
"NSW",2007,"Multiple","Passenger","Female",53,"New South Wales"
"VIC",2007,"Multiple","Driver","Male",18,"Victoria"
"WA",2007,"Single","Pedestrian","Male",53,"West Australia"
"VIC",2007,"Single","Driver","Male",19,"Victoria"
"VIC",2007,"Single","Driver","Female",41,"Victoria"
"VIC",2007,"Multiple","Driver","Female",38,"Victoria"
"NSW",2007,"Single","Driver","Male",18,"New South Wales"
"NSW",2007,"Single","Driver","Female",21,"New South Wales"
"NSW",2007,"Multiple","Passenger","Female",67,"New South Wales"
"VIC",2007,"Multiple","Pedestrian","Male",20,"Victoria"
"WA",2007,"Single","Pedestrian","Female",82,"West Australia"
"QLD",2007,"Multiple","Driver","Male",47,"Queensland"
"NSW",2007,"Multiple","Driver","Male",22,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",91,"New South Wales"
"NSW",2007,"Single","Driver","Male",30,"New South Wales"
"NSW",2007,"Single","Driver","Male",17,"New South Wales"
"VIC",2007,"Multiple","Driver","Male",44,"Victoria"
"VIC",2007,"Single","Driver","Female",69,"Victoria"
"NSW",2007,"Multiple","Motorcycle rider","Male",54,"New South Wales"
"NSW",2007,"Multiple","Driver","Male",24,"New South Wales"
"NSW",2007,"Single","Passenger","Female",22,"New South Wales"
"NSW",2007,"Single","Pedestrian","Female",74,"New South Wales"
"NSW",2007,"Multiple","Driver","Male",33,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",81,"New South Wales"
"NSW",2007,"Multiple","Passenger","Male",19,"New South Wales"
"QLD",2007,"Single","Passenger","Male",38,"Queensland"
"WA",2007,"Single","Driver","Male",16,"West Australia"
"VIC",2007,"Single","Passenger","Male",26,"Victoria"
"QLD",2007,"Single","Driver","Male",21,"Queensland"
"NT",2007,"Multiple","Unknown","Female",23,"Northern Territory"
"QLD",2007,"Multiple","Passenger","Male",71,"Queensland"
"VIC",2007,"Single","Pedestrian","Female",58,"Victoria"
"QLD",2007,"Single","Driver","Female",73,"Queensland"
"VIC",2007,"Multiple","Driver","Male",74,"Victoria"
"VIC",2007,"Single","Passenger","Female",56,"Victoria"
"NSW",2007,"Single","Driver","Male",16,"New South Wales"
"QLD",2007,"Single","Pedestrian","Male",45,"Queensland"
"NSW",2007,"Single","Driver","Male",61,"New South Wales"
"VIC",2007,"Multiple","Pedestrian","Male",52,"Victoria"
"ACT",2007,"Single","Driver","Male",25,"Austialian Capital Territory"
"QLD",2007,"Single","Pedestrian","Male",10,"Queensland"
"WA",2007,"Single","Motorcycle rider","Male",72,"West Australia"
"VIC",2007,"Multiple","Passenger","Male",28,"Victoria"
"QLD",2007,"Multiple","Pedal cyclist","Male",70,"Queensland"
"QLD",2007,"Single","Passenger","Male",17,"Queensland"
"VIC",2007,"Multiple","Motorcycle rider","Male",26,"Victoria"
"NSW",2007,"Multiple","Motorcycle rider","Male",29,"New South Wales"
"VIC",2007,"Single","Pedestrian","Male",78,"Victoria"
"NSW",2007,"Single","Driver","Male",22,"New South Wales"
"QLD",2007,"Multiple","Driver","Male",37,"Queensland"
"WA",2007,"Multiple","Passenger","Female",31,"West Australia"
"VIC",2007,"Single","Pedestrian","Female",78,"Victoria"
"QLD",2007,"Multiple","Driver","Male",74,"Queensland"
"WA",2007,"Single","Passenger","Female",3,"West Australia"
"NSW",2007,"Multiple","Passenger","Male",17,"New South Wales"
"NSW",2007,"Single","Pedestrian","Female",65,"New South Wales"
"NSW",2007,"Single","Driver","Male",68,"New South Wales"
"SA",2007,"Multiple","Driver","Male",67,"South Australia"
"VIC",2007,"Multiple","Motorcycle rider","Male",53,"Victoria"
"NSW",2007,"Multiple","Motorcycle rider","Male",35,"New South Wales"
"VIC",2007,"Single","Driver","Male",29,"Victoria"
"VIC",2007,"Single","Driver","Female",26,"Victoria"
"QLD",2007,"Single","Pedestrian","Male",34,"Queensland"
"NSW",2007,"Multiple","Motorcycle rider","Male",20,"New South Wales"
"QLD",2007,"Multiple","Driver","Female",78,"Queensland"
"NSW",2007,"Multiple","Motorcycle rider","Male",36,"New South Wales"
"QLD",2007,"Single","Motorcycle rider","Male",25,"Queensland"
"QLD",2007,"Multiple","Driver","Male",36,"Queensland"
"VIC",2007,"Multiple","Pedal cyclist","Female",60,"Victoria"
"NSW",2007,"Multiple","Driver","Female",66,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",17,"New South Wales"
"NSW",2007,"Single","Driver","Male",45,"New South Wales"
"NSW",2007,"Multiple","Passenger","Male",30,"New South Wales"
"NSW",2007,"Multiple","Motorcycle rider","Male",34,"New South Wales"
"WA",2007,"Single","Pedestrian","Male",30,"West Australia"
"NSW",2007,"Multiple","Driver","Male",57,"New South Wales"
"NSW",2007,"Multiple","Passenger","Female",44,"New South Wales"
"NSW",2007,"Single","Driver","Male",18,"New South Wales"
"VIC",2007,"Multiple","Driver","Female",53,"Victoria"
"TAS",2007,"Multiple","Passenger","Female",33,"Tasmania"
"WA",2007,"Single","Passenger","Female",16,"West Australia"
"SA",2007,"Multiple","Motorcycle rider","Male",59,"South Australia"
"NSW",2007,"Single","Driver","Male",24,"New South Wales"
"QLD",2007,"Multiple","Driver","Male",69,"Queensland"
"SA",2007,"Single","Passenger","Male",17,"South Australia"
"SA",2007,"Single","Driver","Male",51,"South Australia"
"ACT",2007,"Single","Passenger","Male",15,"Austialian Capital Territory"
"VIC",2007,"Multiple","Driver","Male",42,"Victoria"
"NSW",2007,"Multiple","Driver","Female",46,"New South Wales"
"QLD",2007,"Multiple","Passenger","Female",59,"Queensland"
"NSW",2007,"Multiple","Driver","Female",46,"New South Wales"
"QLD",2007,"Single","Passenger","Female",36,"Queensland"
"NSW",2007,"Multiple","Driver","Male",31,"New South Wales"
"WA",2007,"Single","Passenger","Female",71,"West Australia"
"QLD",2007,"Single","Passenger","Male",5,"Queensland"
"QLD",2007,"Single","Motorcycle rider","Male",31,"Queensland"
"VIC",2007,"Multiple","Driver","Female",26,"Victoria"
"NSW",2007,"Multiple","Passenger","Female",24,"New South Wales"
"NSW",2007,"Single","Motorcycle rider","Male",25,"New South Wales"
"QLD",2007,"Single","Driver","Male",19,"Queensland"
"VIC",2007,"Single","Pedestrian","Male",98,"Victoria"
"NSW",2007,"Single","Driver","Male",52,"New South Wales"
"SA",2007,"Multiple","Driver","Female",56,"South Australia"
"NSW",2007,"Multiple","Passenger","Female",78,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",18,"New South Wales"
"SA",2007,"Multiple","Driver","Male",18,"South Australia"
"VIC",2007,"Single","Driver","Male",20,"Victoria"
"NSW",2007,"Single","Driver","Female",25,"New South Wales"
"QLD",2007,"Multiple","Motorcycle rider","Male",18,"Queensland"
"TAS",2007,"Single","Driver","Male",22,"Tasmania"
"VIC",2007,"Single","Driver","Male",50,"Victoria"
"QLD",2007,"Multiple","Passenger","Female",46,"Queensland"
"NSW",2007,"Single","Pedestrian","Male",6,"New South Wales"
"WA",2007,"Multiple","Passenger","Male",26,"West Australia"
"NSW",2007,"Multiple","Driver","Male",18,"New South Wales"
"NSW",2007,"Single","Pedestrian","Female",81,"New South Wales"
"VIC",2007,"Single","Driver","Male",67,"Victoria"
"NSW",2007,"Single","Driver","Male",53,"New South Wales"
"QLD",2007,"Multiple","Motorcycle rider","Male",69,"Queensland"
"SA",2007,"Single","Pedestrian","Male",24,"South Australia"
"NSW",2007,"Single","Passenger","Male",17,"New South Wales"
"ACT",2007,"Multiple","Driver","Female",69,"Austialian Capital Territory"
"QLD",2007,"Multiple","Driver","Male",18,"Queensland"
"VIC",2007,"Multiple","Driver","Male",51,"Victoria"
"SA",2007,"Single","Driver","Male",17,"South Australia"
"NSW",2007,"Single","Driver","Male",37,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",18,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",40,"New South Wales"
"WA",2007,"Single","Passenger","Male",25,"West Australia"
"NSW",2007,"Multiple","Passenger","Female",17,"New South Wales"
"ACT",2007,"Multiple","Pedestrian","Male",18,"Austialian Capital Territory"
"NSW",2007,"Multiple","Motorcycle rider","Male",27,"New South Wales"
"WA",2007,"Single","Driver","Male",56,"West Australia"
"VIC",2007,"Multiple","Pedestrian","Female",78,"Victoria"
"VIC",2007,"Single","Driver","Female",63,"Victoria"
"SA",2007,"Single","Driver","Male",41,"South Australia"
"WA",2007,"Single","Driver","Male",89,"West Australia"
"NSW",2007,"Single","Pedestrian","Female",38,"New South Wales"
"NT",2007,"Single","Passenger","Female",37,"Northern Territory"
"VIC",2007,"Multiple","Driver","Male",27,"Victoria"
"VIC",2007,"Multiple","Driver","Female",20,"Victoria"
"NSW",2007,"Single","Driver","Male",32,"New South Wales"
"NSW",2007,"Single","Driver","Male",28,"New South Wales"
"WA",2007,"Multiple","Driver","Male",81,"West Australia"
"NSW",2007,"Multiple","Driver","Male",31,"New South Wales"
"VIC",2007,"Multiple","Driver","Male",47,"Victoria"
"NSW",2007,"Single","Driver","Male",17,"New South Wales"
"WA",2007,"Single","Driver","Male",-9,"West Australia"
"WA",2007,"Single","Driver","Male",72,"West Australia"
"NSW",2007,"Multiple","Driver","Female",43,"New South Wales"
"NSW",2007,"Multiple","Motorcycle rider","Male",61,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",85,"New South Wales"
"NSW",2007,"Single","Passenger","Female",45,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",61,"New South Wales"
"NSW",2007,"Single","Driver","Male",19,"New South Wales"
"QLD",2007,"Single","Passenger","Male",26,"Queensland"
"NSW",2007,"Single","Passenger","Male",18,"New South Wales"
"NSW",2007,"Multiple","Motorcycle rider","Female",44,"New South Wales"
"VIC",2007,"Single","Driver","Male",29,"Victoria"
"QLD",2007,"Multiple","Driver","Female",42,"Queensland"
"QLD",2007,"Multiple","Driver","Male",49,"Queensland"
"NSW",2007,"Single","Driver","Male",20,"New South Wales"
"WA",2007,"Multiple","Driver","Female",29,"West Australia"
"VIC",2007,"Single","Driver","Female",27,"Victoria"
"VIC",2007,"Multiple","Motorcycle rider","Male",18,"Victoria"
"QLD",2007,"Multiple","Motorcycle rider","Male",35,"Queensland"
"SA",2007,"Single","Driver","Male",25,"South Australia"
"SA",2007,"Single","Driver","Male",34,"South Australia"
"NT",2007,"Single","Passenger","Female",66,"Northern Territory"
"QLD",2007,"Single","Pedestrian","Female",85,"Queensland"
"QLD",2007,"Multiple","Driver","Male",63,"Queensland"
"NSW",2007,"Single","Driver","Female",23,"New South Wales"
"NSW",2007,"Multiple","Driver","Female",34,"New South Wales"
"VIC",2007,"Multiple","Pedestrian","Male",35,"Victoria"
"NSW",2007,"Multiple","Motorcycle rider","Male",40,"New South Wales"
"VIC",2007,"Single","Driver","Male",52,"Victoria"
"WA",2007,"Single","Passenger","Male",31,"West Australia"
"WA",2007,"Single","Driver","Female",26,"West Australia"
"NT",2007,"Single","Pedestrian","Female",31,"Northern Territory"
"NSW",2007,"Single","Pedestrian","Female",71,"New South Wales"
"TAS",2007,"Single","Passenger","Male",19,"Tasmania"
"QLD",2007,"Single","Driver","Male",21,"Queensland"
"VIC",2007,"Single","Pedestrian","Male",48,"Victoria"
"QLD",2007,"Single","Pedestrian","Male",17,"Queensland"
"TAS",2007,"Multiple","Pedal cyclist","Male",5,"Tasmania"
"VIC",2007,"Single","Passenger","Male",-9,"Victoria"
"VIC",2007,"Multiple","Driver","Male",73,"Victoria"
"NSW",2007,"Single","Driver","Female",50,"New South Wales"
"NSW",2007,"Single","Passenger","Male",19,"New South Wales"
"WA",2007,"Single","Passenger","Male",32,"West Australia"
"VIC",2007,"Multiple","Driver","Male",27,"Victoria"
"NSW",2007,"Single","Driver","Male",22,"New South Wales"
"WA",2007,"Single","Passenger","Female",10,"West Australia"
"NSW",2007,"Single","Driver","Female",64,"New South Wales"
"NSW",2007,"Single","Driver","Male",29,"New South Wales"
"WA",2007,"Multiple","Passenger","Male",82,"West Australia"
"QLD",2007,"Multiple","Driver","Male",38,"Queensland"
"NSW",2007,"Single","Passenger","Female",55,"New South Wales"
"VIC",2007,"Single","Passenger","Male",15,"Victoria"
"VIC",2007,"Single","Motorcycle rider","Male",68,"Victoria"
"QLD",2007,"Multiple","Driver","Female",31,"Queensland"
"VIC",2007,"Single","Motorcycle rider","Male",27,"Victoria"
"VIC",2007,"Multiple","Driver","Female",26,"Victoria"
"SA",2007,"Single","Pedestrian","Male",72,"South Australia"
"NSW",2007,"Multiple","Driver","Male",63,"New South Wales"
"VIC",2007,"Multiple","Passenger","Female",34,"Victoria"
"VIC",2007,"Single","Passenger","Male",18,"Victoria"
"VIC",2007,"Multiple","Driver","Male",20,"Victoria"
"VIC",2007,"Multiple","Passenger","Female",90,"Victoria"
"QLD",2007,"Multiple","Motorcycle rider","Male",64,"Queensland"
"TAS",2007,"Single","Passenger","Female",34,"Tasmania"
"SA",2007,"Multiple","Motorcycle rider","Male",73,"South Australia"
"WA",2007,"Single","Passenger","Female",36,"West Australia"
"SA",2007,"Multiple","Passenger","Female",18,"South Australia"
"VIC",2007,"Multiple","Passenger","Male",61,"Victoria"
"NSW",2007,"Single","Driver","Female",33,"New South Wales"
"NSW",2007,"Single","Driver","Male",21,"New South Wales"
"VIC",2007,"Multiple","Passenger","Female",19,"Victoria"
"QLD",2007,"Single","Passenger","Male",20,"Queensland"
"NSW",2007,"Multiple","Pedestrian","Female",35,"New South Wales"
"QLD",2007,"Multiple","Driver","Male",55,"Queensland"
"NSW",2007,"Single","Pedestrian","Male",25,"New South Wales"
"NSW",2007,"Multiple","Driver","Male",23,"New South Wales"
"VIC",2007,"Multiple","Driver","Male",37,"Victoria"
"QLD",2007,"Single","Driver","Male",40,"Queensland"
"VIC",2007,"Multiple","Passenger","Female",62,"Victoria"
"SA",2007,"Multiple","Passenger","Female",5,"South Australia"
"SA",2007,"Multiple","Driver","Male",21,"South Australia"
"NSW",2007,"Multiple","Driver","Male",55,"New South Wales"
"VIC",2007,"Multiple","Passenger","Female",71,"Victoria"
"NSW",2007,"Multiple","Passenger","Female",68,"New South Wales"
"NSW",2007,"Multiple","Driver","Female",19,"New South Wales"
"NSW",2007,"Multiple","Driver","Male",19,"New South Wales"
"NSW",2007,"Single","Motorcycle rider","Male",16,"New South Wales"
"NSW",2007,"Single","Driver","Male",77,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",45,"New South Wales"
"ACT",2007,"Multiple","Pedal cyclist","Male",35,"Austialian Capital Territory"
"QLD",2007,"Single","Motorcycle rider","Male",43,"Queensland"
"QLD",2007,"Multiple","Driver","Male",84,"Queensland"
"ACT",2007,"Single","Motorcycle rider","Male",28,"Austialian Capital Territory"
"SA",2007,"Single","Driver","Male",47,"South Australia"
"NSW",2007,"Multiple","Motorcycle rider","Male",59,"New South Wales"
"VIC",2007,"Multiple","Pedal cyclist","Male",13,"Victoria"
"VIC",2007,"Single","Driver","Male",62,"Victoria"
"WA",2007,"Multiple","Passenger","Male",19,"West Australia"
"QLD",2007,"Multiple","Driver","Female",67,"Queensland"
"NSW",2007,"Single","Motorcycle rider","Male",61,"New South Wales"
"SA",2007,"Single","Driver","Male",19,"South Australia"
"NSW",2007,"Multiple","Pedestrian","Male",40,"New South Wales"
"NSW",2007,"Multiple","Driver","Male",76,"New South Wales"
"WA",2007,"Single","Driver","Male",59,"West Australia"
"VIC",2007,"Multiple","Driver","Male",22,"Victoria"
"VIC",2007,"Single","Driver","Male",31,"Victoria"
"TAS",2007,"Multiple","Motorcycle rider","Male",14,"Tasmania"
"QLD",2007,"Multiple","Driver","Male",71,"Queensland"
"WA",2007,"Single","Passenger","Male",18,"West Australia"
"NSW",2007,"Single","Passenger","Male",-9,"New South Wales"
"VIC",2007,"Single","Driver","Male",45,"Victoria"
"NSW",2007,"Multiple","Driver","Male",15,"New South Wales"
"WA",2007,"Multiple","Passenger","Female",56,"West Australia"
"QLD",2007,"Multiple","Driver","Female",20,"Queensland"
"WA",2007,"Multiple","Passenger","Female",18,"West Australia"
"NSW",2007,"Single","Driver","Male",36,"New South Wales"
"VIC",2007,"Single","Motorcycle rider","Male",27,"Victoria"
"QLD",2007,"Multiple","Motorcycle rider","Male",86,"Queensland"
"WA",2007,"Multiple","Passenger","Male",16,"West Australia"
"NSW",2007,"Multiple","Pedal cyclist","Male",52,"New South Wales"
"NSW",2007,"Multiple","Passenger","Female",16,"New South Wales"
"QLD",2007,"Multiple","Passenger","Male",15,"Queensland"
"NSW",2007,"Single","Passenger","Male",43,"New South Wales"
"NT",2007,"Single","Passenger","Male",16,"Northern Territory"
"VIC",2007,"Single","Driver","Male",30,"Victoria"
"QLD",2007,"Single","Pedestrian","Female",74,"Queensland"
"NSW",2007,"Single","Pedestrian","Male",82,"New South Wales"
"QLD",2007,"Single","Passenger","Female",6,"Queensland"
"VIC",2007,"Single","Pedestrian","Female",73,"Victoria"
"NSW",2007,"Single","Driver","Female",43,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",83,"New South Wales"
"NSW",2007,"Single","Pedestrian","Male",86,"New South Wales"
"QLD",2007,"Multiple","Driver","Male",69,"Queensland"
"QLD",2007,"Single","Pedestrian","Male",50,"Queensland"
"NSW",2007,"Single","Pedestrian","Male",2,"New South Wales"
"SA",2007,"Single","Driver","Male",64,"South Australia"
"NSW",2007,"Multiple","Driver","Male",23,"New South Wales"
"QLD",2007,"Single","Pedestrian","Male",78,"Queensland"
"NT",2007,"Single","Passenger","Female",32,"Northern Territory"
"QLD",2007,"Multiple","Driver","Female",69,"Queensland"
"QLD",2007,"Multiple","Driver","Male",23,"Queensland"
"WA",2007,"Single","Passenger","Male",73,"West Australia"
"VIC",2007,"Multiple","Driver","Female",17,"Victoria"
"NSW",2007,"Multiple","Pedal cyclist","Male",41,"New South Wales"
"VIC",2007,"Single","Passenger","Male",20,"Victoria"
"ACT",2007,"Single","Motorcycle rider","Male",46,"Austialian Capital Territory"
"VIC",2007,"Single","Driver","Male",37,"Victoria"
"VIC",2007,"Single","Passenger","Male",47,"Victoria"
"NSW",2007,"Single","Driver","Female",32,"New South Wales"
"VIC",2007,"Single","Driver","Male",27,"Victoria"
"QLD",2007,"Single","Driver","Male",28,"Queensland"
"TAS",2007,"Multiple","Driver","Female",59,"Tasmania"
"NSW",2007,"Multiple","Driver","Male",59,"New South Wales"
"SA",2007,"Single","Passenger","Female",21,"South Australia"
"VIC",2007,"Multiple","Passenger","Female",16,"Victoria"
"SA",2007,"Single","Driver","Male",53,"South Australia"
"NSW",2007,"Multiple","Driver","Male",25,"New South Wales"
"ACT",2007,"Multiple","Motorcycle rider","Male",52,"Austialian Capital Territory"
"WA",2007,"Single","Driver","Male",54,"West Australia"
"QLD",2007,"Single","Passenger","Female",24,"Queensland"
"NSW",2007,"Multiple","Passenger","Male",55,"New South Wales"
"SA",2007,"Multiple","Pedal cyclist","Female",43,"South Australia"
"VIC",2007,"Multiple","Motorcycle rider","Male",57,"Victoria"
"QLD",2007,"Multiple","Passenger","Male",19,"Queensland"
"WA",2007,"Single","Pedestrian","Female",7,"West Australia"
